offer_url,price,currency,num_images,street_address,description,city
https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-marynarska-2-pokojowe-m6w8r8,,,10,"ul. Marynarska, Łódź Bałuty, łódzkie","Na sprzedaż funkcjonalne 2-pokojowe mieszkanie o powierzchni ok. 38 m², położone na 3. piętrze niskiego, czteropiętrowego budynku w jednej z najbardziej poszukiwanych części Starych Bałut.
Lokal wymaga remontu, co daje nowemu właścicielowi pełną swobodę aranżacji przestrzeni według własnych potrzeb. To propozycja zarówno dla osób szukających mieszkania „na start”, jak i dla inwestorów planujących wynajem lub dalszą odsprzedaż.
Układ mieszkania:

jasny salon z możliwością wydzielenia aneksu kuchennego
ustawna sypialnia
łazienka z WC
przedpokój
komórka lokatorska w piwnicy
Mieszkanie jest dobrze doświetlone, ciepłe i posiada bardzo praktyczny układ, łatwy do przebudowy.

LOKALIZACJA:
Nieruchomość znajduje się w spokojnej, zielonej części Starych Bałut, z doskonałym dostępem do centrum miasta i pełnej infrastruktury.
W pobliżu:

liczne tereny zielone i spacerowe
sklepy, punkty usługowe, apteki
szkoły, przedszkola
przystanki komunikacji miejskiej
Szybki dojazd do:
Manufaktury
ul. Piotrkowskiej
uczelni wyższych
Okolica ceniona za ciszę, bezpieczeństwo i dobrą komunikację.

INFORMACJE DODATKOWE:

powierzchnia: ok. 38 m²
liczba pokoi: 2
piętro: 3 / 4
ogrzewanie: miejskie
forma własności: pełna własność
rynek: wtórny
dostępność: od zaraz

DLACZEGO WARTO?

 świetna lokalizacja
 do własnej aranżacji
 spokojna, zielona okolica
bogata infrastruktura

TEKTON PROPERTY TO NAJLEPSZE BIURO NIERUCHOMOŚCI W POLSCE WG KONKURSU LIDER NIERUCHOMOŚCI OTODOM 2020.
Znajdź nas w swoim mieście: Gdańsk, ul. Chmielna 10 - Warszawa, Plac Dąbrowskiego 1/311 - Wrocław, ul. Kasztanowa 3A/118 - Kraków, ul. Józefitów 7/4 - Poznań, ul. Wojskowa 6/D6 - Łódź, ul. Zachodnia 70 pok. 223.
Podejmując współpracę z przedstawicielami Tekton Property zyskujesz:
- oszczędność czasu
- weryfikację dokumentów od strony formalno-prawnej
- wsparcie agenta na każdym etapie transakcji
- pomoc przy uzyskaniu kredytu hipotecznego w kilkunastu bankach
- wgląd do umów przed zawarciem aktu notarialnego u sprawdzonych Notariuszy
- własne analizy makroekonomiczne i raporty z prowadzonych działań
- dostęp do cen transakcyjnych z okolicy 
Skontaktuj się z opiekunem oferty, a on poprowadzi Cię przez wszystkie etapy transakcji.
Zapraszamy do współpracy!

Niniejsze ogłoszenie nie stanowi oferty handlowej w rozumieniu przepisów art. 66 k.c., a przedstawione dane mają charakter informacyjny.",lodz
https://adresowo.pl/o/mieszkanie-lodz-baluty-2-pokojowe-37-m2-n5x2f4,,,7,"Łódź Bałuty, łódzkie","Mieszkanie 2-pokojowe z balkonem o powierzchni 37,48m2, znajdujące się na 4 piętrze w bloku 4-piętrowym.
Składa się z 2 pokoi, kuchni oraz łazienki z WC, do generalnego remontu (poza oknami).
Świetna lokalizacja, w pobliżu liczne sklepy, w tym Lidl, szkoły, przedszkola, komunikacja miejska.
Mieszkanie spółdzielcze-własnościowe, bez księgi wieczystej.
Do mieszkania przynależy komórka lokatorska.
Pośrednikom z góry dziękujemy.",lodz
https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-nawrot-2-pokojowe-d0r7r3,,,8,"ul. Nawrot, Łódź Śródmieście, łódzkie","Mieszkanie 50 m2 w centrum Łodzi przy ulicy Nawrot 59, do remontu.

Powierzchnia: 50 m2
Lokalizacja: Centrum Łodzi, ul. Nawrot 59
Stan: Do remontu

Szczegóły:
- Komórka lokatorska: 2,7 m2
- Ogrzewanie: elektryczne (centralne ogrzewanie planowane na przyszły rok)
- Wejścia do mieszkania: osobne, 2 wejścia
- Czynsz: 400 zł + prąd
- Sypialnia: po remoncie, wymaga odświeżenia
- Miejsce parkingowe
- Ogródek: do dyspozycji właściciela (jak na zdjęciu)
- Podwórko: zamknięte
- Dodatkowe udogodnienia: monitoring, domofon

Wiecej informacji pod telefonem.",lodz
https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-podmiejska-2-pokojowe-m3w3l4,,,20,"ul. Podmiejska, Łódź Górna, łódzkie","Na sprzedaż 2-pokojowe, rozkładowe mieszkanie o powierzchni 42,98 m², położone na parterze w wieżowcu przy ul. Podmiejskiej. Mieszkanie jest wyposażone i gotowe do zamieszkania.
Dzielnica: Łódź - Górna.

Rozkład pomieszczeń:
- Dwa pokoje: w pełni wyposażony salon (oprócz telewizora) oraz sypialnia z łóżkiem, dużą, pojemną szafą i miejscem do pracy/nauki.
- Osobna kuchnia wyposażona w sprzęt AGD (lodówka, zmywarka, piekarnik).
- Łazienka z wanną i pralką.
- Przedpokój wyposażony jest w pojemną szafę wnękową, która zapewnia dużo miejsca do przechowywania.
- Balkon zabezpieczony metalową kratą.
- Do mieszkania przynależy komórka lokatorska.
- Sypialnia i kuchnia są położone od strony wschodniej, salon od zachodniej.

W bezpośrednim sąsiedztwie znajdują się:
- Przystanek tramwajowy i autobusowy - 200 m.
- Kaufland, Biedronka i Lidl - w promieniu 600m.
- Parki (przy ul. Leczniczej oraz park Dąbrowskiego).
- Przychodnia Salve oraz przychodnia przy ul. Leczniczej.
- Restauracje i lokale usługowe.
- Szkoła podstawowa i przedszkole.
- Czerwony Rynek.

Sprzedaż bezpośrednia - pośrednikom nieruchomości dziękujemy za kontakt.
Zapraszam do kontaktu.",lodz
https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-al-marsz-jozefa-pilsudskiego-6-pokojowe-t4w5a4,,,12,"al. marsz. Józefa Piłsudskiego, Łódź Śródmieście, łódzkie","Zapraszamy do zakupu wyjątkowego i przestronnego, rozkładowego mieszkania o powierzchni aż 138m2 w samym sercu miasta!
Mieszkanie:
Nieruchomość składa się z :

5 rozkładowych sypialni
salonu z aneksem kuchennym
2 przestronnych łazienek 
przedpokoju
balkonu

Do mieszkania przynależą dwa miejsca postojowe naziemne na zamkniętym terenie. Mieszkanie przeszło generalny remont wraz z wymianą instalacji dzięki czemu jest nowoczesne i funkcjonalne. 
Budynek:
Mieszkanie znajduje się na pierwszym piętrze w rewitalizowanej trzypiętrowej kamienicy. Na paterze budynku znajduje się apteka, sklep spożywczy oraz punkt usługowy. 
Lokalizacja:
 Nieruchomość położona jest w Łodzi przy Alei Piłsudskiego. Lokalizacja zapewnia doskonały dostęp do komunikacji miejskiej. Bliska odległość od parków, sklepów i centrum handlowego podnosi komfort życia przyszłych mieszkańców oraz tworzy to miejsce bardziej atrakcyjnym dla wynajmujących. 
Podsumowanie:
 Oferowana nieruchomość to miejsce doskonałe dla inwestorów! Dzięki przemyślanemu rozkładowi pomieszczeń oraz atrakcyjnej lokalizacji mieszkanie to jest szczególnie interesującą propozycją dla potencjalnych wymajmujących, co zwiększa jego wartość inwestycyjną.
To idealna okazja dla tych, którzy szukają zyskownej inwestycji na rynku wynajmu!
Skontaktuj się z nami, aby uzyskać więcej informacji lub umówić się na prezentację!

Katarzyna Zamojska-Maciuk
Grupa Stryjewscy Nieruchomości i Finanse
tel. [numer]
Współpracujemy z każdym pośrednikiem!
Organizujemy formalności niezbędne do uzyskania kredytu hipotecznego który pozwoli Ci sfinalizować zakup wymarzonej nieruchomości.
Rzut lokalu służy wyłącznie celom poglądowo-orientacyjnym i nie stanowi podstawy do wykonywania na nim prac architektoniczno-budowlanych.
Powyższa oferta ma charakter informacyjny i nie stanowi oferty handlowej w rozumieniu Art.66 par.1 Kodeksu Cywilnego. Opis nieruchomości został sporządzony na podstawie informacji uzyskanych od właściciela i może być aktualizowany.",lodz
https://adresowo.pl/o/mieszkanie-lodz-ksiezy-mlyn-ul-ks-bp-wincentego-tymienieckiego-1-pokoj-h6g4p9,,,16,"ul. ks. bp. Wincentego Tymienieckiego, Łódź Księży Młyn, łódzkie","LOFT w inwestycji Lofty Tymienieckiego
ul. Tymienieckiego 25C, Łódź - Księży Młyn / Śródmieście

PRESTIŻ · INDUSTRIALNY CHARAKTER · GOTOWE DO WPROWADZENIA
Na sprzedaż wyjątkowe mieszkanie LOFT o powierzchni 64,77 m² położone na 1. piętrze w odnowionym, ceglanym budynku z windą w prestiżowej inwestycji Lofty Tymienieckiego - unikatowej przestrzeni mieszkaniowej w dawnych zabudowaniach fabrycznych, łączącej industrialny klimat z nowoczesnym komfortem. 

UKŁAD I STANDARD
✔ Przestronny salon z aneksem kuchennym
✔ Oddzielna łazienka
✔ Wysokość pomieszczeń: aż 4,06 m - daje wyjątkowe poczucie przestrzeni
✔ Możliwość wykonania antresoli - idealne rozwiązanie na sypialnię lub strefę pracy
✔ Na podłodze naturalny parkiet
✔ Mieszkanie w pełni wyposażone - w cenie pozostają: - lodówka - pralka - zmywarka - kuchenka
✔ Gotowe do wprowadzenia, bez dodatkowych nakładów
✔ Istnieje możliwość podziału na 2 pokoje

MIEJSCE POSTOJOWE
➡ Obowiązkowy zakup miejsce postojowe w garażu podziemnym - 40 000 zł
Bezpieczeństwo i wygoda parkowania w cenie - komfortowe rozwiązanie w centrum miasta.

O INWESTYCJI - Lofty Tymienieckiego
✔ Charakterystyczna przestrzeń o loftowym klimacie w zabytkowej części Łodzi
✔ Kompleks powstały w odrestaurowanych, przemysłowych obiektach fabrycznych
✔ Budynek z windą, monitoringiem i miejscem postojowym
✔ Otoczenie zielonych terenów i historyczna architektura Księżego Młyna
✔ W pobliżu pełna infrastruktura: sklepy, restauracje, kawiarnie, Palmiarnia, Park Źródliska, ulica Piotrkowska i wszystkie miejskie udogodnienia w zasięgu spaceru
✔ Reprezentacyjna lokalizacja łącząca spokój i bliskość centrum miasta 

LOKALIZACJA - KSIĘŻY MŁYN / ŚRÓDMIEŚCIE
✔ Jedna z najbardziej klimatycznych i cenionych części Łodzi
✔ Bliskość zieleni, parków i rekreacji
✔ Doskonałe skomunikowanie z resztą miasta
✔ Wokół kawiarnie, restauracje i kultowe miejsca Łodzi

TO IDEALNA OFERTA DLA:
✔ osób szukających unikalnego mieszkania z charakterem
✔ inwestorów szukających dobrze położonego LOFTU z potencjałem aranżacyjnym
✔ miłośników stylu industrialnego i loftowych przestrzeni
✔ tych, którzy chcą zamieszkać blisko centrum, ale w spokojnym otoczeniu

? Zapraszam do kontaktu i prezentacji!
Zadzwoń, aby umówić się na oglądanie: 
Monika Lisiak
tel. [numer]
[email]
House Agent

Doradcy finansowi współpracujący z House Agent pomagają w organizacji wszystkich formalności niezbędnych do uzyskania kredytu.
\\\""Powyższa oferta ma charakter informacyjny i nie jest ofertą w rozumieniu przepisów kodeksu cywilnego. Opis nieruchomości został sporządzony na podstawie informacji uzyskanych od właściciela i może być aktualizowany. Skontaktuj się z nami w celu zapoznania się ze szczegółami oferty.\\\”",lodz
https://adresowo.pl/o/mieszkanie-lodz-gorna-3-pokojowe-47-m2-j3n0f7,,,13,"Łódź Górna, łódzkie","Na sprzedaż mieszkanie na parterze, 47,22 m², 3 pokoje.
Podczas remontu wymieniona instalacja elektryczna.
W pobliżu przystanek autobusowy, szkoła, przedszkola, sklepy i lokale usługowe.
W okolicy rynek Pionier, Park Podolski.
Blok po termomodernizacji.
Cena do lekkiej negocjacji.
Zapraszam do kontaktu.",lodz
https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-sasiedzka-2-pokojowe-x3b0k3,,,20,"ul. Sąsiedzka, Łódź Górna, łódzkie","Zadbane 38 m² mieszkanie na 3. piętrze apartamentowca w cichej, zielonej części Chojny Park (Łódź, Górna) - zamknięte, strzeżone osiedle z placem zabaw.

Pełne wyposażenie zostaje (kuchnia z AGD, pralka, TV, łazienka LED, meble), utrzymane w idealnym stanie mimo użytkowania - niepotrzebny remont, ew. minimalne poprawki dla perfekcjonistów.

Układ i atuty:
- Salon z aneksem kuchennym + sypialnia, balkon 5.25 m² z widokiem na las.
- Wysoki standard: drewniane blaty dębowe, lampy design, LED oświetlenie, panele podłogowe AC6, żaluzje przeciwkomarowe, rolety dzień/noc.
- Duże okna PCV, ogrzewanie miejskie, czynsz 700-800 zł/mc z zaliczkami na media.
- Blisko stawów Jana, 100m do przystanku 52 (5 min do tramwaju).
- 5 minut spacerem do obiektów handlowo/usługowych (Biedronka, piekarnia etc.).
- W sąsiedztwie żłobek i przedszkole.

Idealne dla pary/singla/rodziny - wprowadź się i mieszkaj!

Cena mieszkania: 460 000 PLN (do negocjacji).
Parking płatny osobno: 25 000 PLN.
Oferta obejmuje również udział własnościowy w drogach dojazdowych.

Zapraszam na oglądanie - dokumenty gotowe (akt własności, świadectwo energetyczne).

Cena do negocjacji!",lodz
https://adresowo.pl/o/mieszkanie-lodz-nowe-zlotno-ul-rabienska-2-pokojowe-x2d1w8,,,8,"ul. Rąbieńska, Łódź Nowe Złotno, łódzkie","Witam, sprzedam mieszkanie wyremontowane oraz w pełni umeblowane na nowym zlotnie o powierzchni 38m dwa pokoje.Duży balkon 9m. Do mieszkania przypisane jest jedno miejsce parkingowe pod samą klatka cena miejsca 50tyś. Możliwość dokupienia również drugiego miesiąca . Mieszkanie znajduje się na pierwszym piętrze przy ulicy Rąbieńskiej na zamkniętym osiedlu „Maestria Park”. Super okolica cisza spokój na osiedlu jest sklep Żabka, dwa duże place zabaw dla dzieci oraz miejsce na ognisko, obok są markety Aldi, Biedronka , Lidl, Rossmann,Action.Do centrum 10min samochodem.",lodz
https://adresowo.pl/o/mieszkanie-lodz-widzew-al-marsz-jozefa-pilsudskiego-3-pokojowe-p8w8t3,,,20,"al. marsz. Józefa Piłsudskiego, Łódź Widzew, łódzkie","Na sprzedaż wyjątkowe mieszkanie z ogromnym potencjałem, położone w pięknej kamienicy przy al. Piłsudskiego 117 w Łodzi. To propozycja dla osób poszukujących nieruchomości o prestiżowym adresie, solidnej architekturze i realnych możliwościach wzrostu wartości. Połączenie historycznego charakteru kamienicy z doskonałą lokalizacją czyni tę ofertę niezwykle atrakcyjną zarówno do zamieszkania, jak i pod świadomą inwestycję.
Uwaga- pierwsze zdjęcie to WIZUALIZACJA. 
To mieszkanie zachwyca już od progu swoim klimatem i potencjałem. Dwustronna ekspozycja, klasyczne proporcje pomieszczeń oraz zachowane oryginalne elementy tworzą przestrzeń, która po remoncie może stać się eleganckim apartamentem lub wysokiej klasy produktem inwestycyjnym. Co istotne, lokal jest bardzo ciepły - nawet w okresie zimowym, przy wyłączonych kaloryferach, co świadczy o dobrej izolacji budynku i przekłada się na niższe koszty eksploatacyjne.
Charakterystyka mieszkania
Mieszkanie składa się z 3 pokoi i znajduje się na drugim piętrze kamienicy. Okna wychodzą na dwie strony świata, zapewniając doskonałe doświetlenie oraz przewiewność. Układ lokalu pozwala na swobodną aranżację - od klasycznego rozkładu po nowoczesny apartament z przestronną strefą dzienną. Lokal do generalnego remontu, co daje pełną swobodę w stworzeniu wnętrza dopasowanego do indywidualnych oczekiwań lub wymagań rynku najmu premium.
Charakterystyka budynku
Kamienica wyróżnia się zadbanymi częściami wspólnymi oraz ładną, reprezentacyjną klatką schodową. Zachowana oryginalna stolarka drzwiowa podkreśla jej historyczny charakter. Istotnym atutem jest odnowiona elewacja budynku, która wpływa na estetykę oraz prestiż nieruchomości. Dodatkowo do dyspozycji mieszkańców pozostaje zamykane podwórko z możliwością parkowania samochodu. Na parterze budynku znajduje się sklep Żabka, zapewniający wygodny dostęp do codziennych zakupów.
Lokalizacja
Nieruchomość położona jest przy al. Piłsudskiego 117, w jednej z najlepiej skomunikowanych części Łodzi. W bezpośredniej bliskości znajdują się CH Tulipan, Monopolis oraz liczne punkty handlowo- usługowe i gastronomiczne. Rozbudowana sieć tramwajowa i autobusowa gwarantuje łatwy dojazd do wszystkich części Łodzi, szybki dojazd do centrum miasta a także dogodne połączenie z dworcami kolejowymi i głównymi trasami wylotowymi z miasta. Jedynie 4 przystanki dzielą Cię od Galerii Łódzkiej a 5 od ul. Piotrkowskiej.
Dodatkowe informacje
-ogrzewanie gazowe;
-gaz z sieci miejskiej;
-mieszkanie bardzo ciepłe - niskie koszty ogrzewania
-czynsz: ok. 500 zł
-zamykane podwórko z możliwością parkowania
-odnowiona elewacja budynku
-sklep Żabka w budynku
Podsumowanie 
To idealna propozycja:
-dla inwestorów, poszukujących nieruchomości o wysokim potencjale wzrostu wartości;
-dla osób planujących stworzyć luksusowy apartament w kamienicy;
-dla klientów ceniących prestiżową lokalizację, klimat i funkcjonalność;
To mieszkanie daje coś więcej niż metry - daje możliwość stworzenia miejsca z charakterem, w jednej z najlepszych lokalizacji w Łodzi. Jeśli cenisz kamienice, przestrzeń i potencjał, ta oferta zasługuje na Twoją uwagę podczas osobistej wizyty.
Nie czekaj- zadzwoń i umów się na prezentację.
Dagmara Ilczyszyn
Grupa Stryjewscy - Nieruchomości i Finanse
[numer]
Współpracujemy z każdym pośrednikiem!☀️
Organizujemy formalności niezbędne do uzyskania kredytu hipotecznego który pozwoli Ci sfinalizować zakup wymarzonej nieruchomości.
Sprzedaż tej nieruchomości odbywa się w trybie otwartego oferowania- przyjdź i zaproponuj swoją cenę.
Zachęcamy również do wirtualnego spaceru na naszej stronie internetowej.
▪️ Rzut lokalu służy wyłącznie celom poglądowo-orientacyjnym i nie stanowi podstawy do wykonywania na nim prac architektoniczno-budowlanych.
▪️ Powyższa oferta ma charakter informacyjny i nie stanowi oferty handlowej w rozumieniu Art.66 §1 Kodeksu Cywilnego.
Opis nieruchomości został sporządzony na podstawie informacji uzyskanych od właściciela i może być aktualizowany.",lodz
https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-jana-2-pokojowe-v3l8t4,,,10,"ul. Jana, Łódź Bałuty, łódzkie","Oferujemy na sprzedaż mieszkanie o powierzchni 38 m², usytuowane na 3. piętrze w 4-piętrowym budynku z 1980 roku, przy ul. Jana 10. Lokal z balkonem, oddzielną kuchnią i komórką lokatorską. Budynek z wielkiej płyty, na ogrodzonym terenie, z zadbanymi, przestronnymi klatkami schodowymi. Idealne dla inwestora, pary lub rodziny z dzieckiem.
Szczegóły nieruchomości:
Powierzchnia - 38 m²
Piętro - 3/4
Rok budowy - 1980
Stan prawny - spółdzielcze własnościowe z Księgą Wieczystą
Rozkład pomieszczeń:
Salon z wyjściem na balkon
Pokój
Oddzielna, widna kuchnia
Łazienka z toaletą
Przedpokój
Stan mieszkania - Do odświeżenia
Budynek:
Wielka płyta
Ogrodzony teren
Zadbane, duże klatki schodowe
Parking:
Ogólnodostępne miejsca postojowe przy budynku
W pobliżu:
Sklep spożywczy - 180m.
Przystanek komunikacji miejskiej - 260m.
Szkoła podstawowa - 300m.
Przedszkole - 90m.
Apteka - 240m.
Park - 650m.
Szpital- 450m.
Dodatkowe informacje:
Komórka lokatorska
Balkon z wyjściem z salonu
Ogrzewanie - miejskie
Podsumowanie:
Funkcjonalne, 2 pokoje w niskiej zabudowie, na ogrodzonym terenie. Świetna propozycja pod wynajem lub jako pierwsze mieszkanie - do odświeżenia i szybkiego wprowadzenia własnego stylu.
Pomoc w finansowaniu:
Zapewniamy wsparcie doradców kredytowych przy uzyskaniu finansowania.
Zapraszamy do współpracy biura nieruchomości oraz pośredników.
Informacja prawna: Powyższe informacje nie stanowią oferty handlowej w rozumieniu art. 66 § 1 Kodeksu Cywilnego.
Zapraszam do kontaktu oraz oglądania na żywo.
Patryk Laskowski
Doradca ds. Nieruchomości
SellWell Nieruchomości Sp. z o.o.
[numer]",lodz
https://adresowo.pl/o/mieszkanie-lodz-gorna-3-pokojowe-69-m2-p2a8n8,,,8,"Łódź Górna, łódzkie","Na sprzedaż przestronne, w pełni rozkładowe mieszkanie o powierzchni 69 m², zlokalizowane w jednej z najbardziej cenionych części Łodzi - Górna, osiedle Chojny.

Mieszkanie znajduje się na 3. piętrze w 4-piętrowym bloku z lat 80. (wielka płyta). Budynek zadbany, ocieplony i odmalowany przez Spółdzielnie, w spokojnej i zielonej okolicy.

Najważniejsze informacje:

Powierzchnia: 69 m²

Liczba pokoi: 3 (w pełni rozkładowe)

Piętro: 3/4

Stan: po remoncie - gotowe do zamieszkania

Forma własności: pełna własność z księgą wieczystą

Atuty mieszkania:

- jasne i ustawne pokoje
- balkon
- duża piwnica
- spokojna, zielona okolica
- liczne miejsca parkingowe pod blokiem (otwarte parkingi oraz parkingi strzeżone)
- funkcjonalny układ - idealny dla rodziny lub pod inwestycję
- kapitalna baza do ewentualnych remontów (otwarcie przestrzenie, przeniesienie kuchni itp)
- zadbana i wyremontowana klatka schodowa oraz przestrzeń wokół bloków (są to mieszkania spółdzielcze)

Lokalizacja:

Osiedle Chojny to doskonałe miejsce do życia:

szkoły i przedszkola w pobliżu
sklepy, punkty usługowe
dobre połączenia komunikacyjne
dużo zieleni i cisza, mimo miejskiej infrastruktury

Cena:

589 000 zł
(do rozsądnej negocjacji)

Sprzedaż prywatna - brak prowizji dla biura.
Zapraszam do kontaktu. Dziękuje pośrednikom.",lodz
https://adresowo.pl/o/mieszkanie-lodz-karolew-ul-wilenska-2-pokojowe-c4b6q1,,,15,"ul. Wileńska, Łódź Karolew, łódzkie","Sprzedam mieszkanie własnościowe spółdzielcze na Karolewie ul. Wileńska.
Mieszkanie w pełni rozkładowe: 2 pokoje, kuchnia, łazienka, balkon, plus dodatkowo około 3 metrów kwadratowych pomieszczenie piwniczne.
Położone jest w bardzo ładnej i cichej okolicy, z okien widok na ogródki działkowe.
W pobliżu Park na Zdrowiu z Ogrodem Botanicznym i ZOO oraz kompleks basenów Fala.
Blisko komunikacja miejska, Dworzec PKP Łódź Kaliska, pełna sieć handlowa.
Mieszkanie do remontu, bez wyposażenia.
Niski czynsz 440 zł.
Cena do negocjacji.
Sprzedaż bez udziału pośredników.",lodz
https://adresowo.pl/o/mieszkanie-lodz-radogoszcz-ul-pstragowa-3-pokojowe-l4r1q1,,,5,"ul. Pstrągowa, Łódź Radogoszcz, łódzkie","Chcesz zamieszkać w mieszkaniu po remoncie? Wnętrzu, które jest całkowicie zagospodarowane, a cena sprzedaży zawiera wyposażenie?
Chcesz poczuć się bezpiecznie? Wnętrze jest pełne pozytywnej energii.
Oferta sprzedaży mieszkania ponad 60 m2. Do dyspozycji trzy pokoje, oddzielna kuchnia, łazienka i oddzielna toaleta.
Dwa lata temu mieszkanie przeszło całkowity remont, wpisując się w aktualne trendy aranżacji wnętrz.
Wystawa okien na wschód i zachód. Każde okno wyposażone w nowe rolety.
Z salonu wyjście na duży balkon z widokiem na zieleń.
Mieszkanie mieści się na trzecim piętrze z czterech.
Posiada prywatny korytarz, który chroni przed obcymi, zimnem i stanowi dodatkową powierzchnię do przechowywania.
Do mieszkania przynależy pojemna komórka lokatorska, wyposażona w regały.
Dodatkowym atutem nieruchomości są dwa zagwarantowane miejsca parkingowe na strzeżonym terenie.
Nieruchomość mieści się przy ulicy Pstrągowej w pożądanej lokalizacji Radogoszcz Wschód.
Zielona część osiedla i spokojna, z szybkim dostępem do wszelkich udogodnień dnia codziennego (sklepy, apteki, punkty usługowe, bank, szkoły, przedszkola, basen, przystanki autobusowe i tramwajowe).
Mieszkanie posiada Księgę Wieczystą wolną od jakichkolwiek obciążeń.
Jesteś zainteresowany?
  Zapytaj o dodatkowe informacje i umów prezentację. ☎️510 388 266
Zapytaj o formę sprzedaży 
Podana cena jest ceną ofertową i podlega subtelnej negocjacji.
",lodz
https://adresowo.pl/o/mieszkanie-lodz-ul-gdanska-4-pokojowe-m1d7p2,,,9,"ul. Gdańska, Łódź, łódzkie","W samym sercu Łodzi znajduje się miejsce, które zaskakuje już od pierwszego kroku. Kamienica, w której historia spotyka się z codziennym komfortem, a centrum miasta nie odbiera spokoju życia. Tu nic nie jest przypadkowe. Przestrzeń daje swobodę, światło buduje klimat wnętrz, a cisza — rzadkość w tej lokalizacji — pozwala naprawdę odpocząć. Miasto masz na wyciągnięcie ręki, ale jego tempo zostaje za drzwiami. W środku czas płynie wolniej — rodzinnie, spokojnie, dokładnie tak, jak powinien wyglądać dom.

Układ nieruchomości:
• Salon – przestronny, jasny i ustawny,
• Sypialnia 1,
• Sypialnia 2,
• Sypialnia 3,
• Kuchnia – oddzielna z oknem,
• Łazienka – funkcjonalna, wygodna,
• Przedpokój – z miejscem do przechowywania.

Stan techniczny:
• Mieszkanie gotowe do zamieszkania,
• Ogrzewanie gazowe (nowy, własny piec),
• Media miejskie (woda, kanalizacja).

Atuty nieruchomości:
• Miejsce parkingowe za bramą — duża wygoda w centrum miasta,
• Przestronny i funkcjonalny układ pomieszczeń,
• Bliskość głównych arterii komunikacyjnych,
• Dogodna lokalizacja w pobliżu licznych usług i sklepów.

Opłaty: 
Czynsz: 800 zł
Opłaty/mc: 900zl 

Najbliższa infrastruktura – komfort codziennego życia:
Lokalizacja ul. Gdańskiej w Łodzi łączy w sobie miejską wygodę z bogatą infrastrukturą handlowo-usługową — sklepy, punkty usługowe i placówki edukacyjne znajdują się w pieszej odległości lub krótkim dojeździe.
Manufaktura Łódź - 3,5 km,
Piotrkowska Centrum - 850 m,
Restauracje w zasięgu 200 m,
Sklepy w zasięgu ręki,
Szkoły i przedszkola w odległości krótkiego spaceru.

Cena:
715 500 zł

Zainteresowała Cię ta oferta? Zapraszam do kontaktu, a później? Spotkajmy się na miejscu i zobacz na żywo tą nieruchomość :)

__
Serdecznie zapraszamy na prezentację!
Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.

__
Serdecznie zapraszamy na prezentację!
Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.",lodz
