offer_url,price,currency,num_images,street_address,description,city
https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-narwik-4-pokojowe-g8p3s1,,,14,"ul. Narwik, Warszawa Bemowo, mazowieckie","Mam przyjemność zaprezentować ofertę na wyłączność.
Unikalne, dwupoziomowe mieszkanie z imponującymi tarasami na Warszawskim Bemowie. Nieruchomość jest położona na 3. i 4. piętrze nowoczesnego budynku z windą.
To propozycja dla osób, które szukają przestrzeni oraz możliwości stworzenia wnętrza w pełni dopasowanego do własnego stylu życia.
Prezentowane mieszkanie jest w stanie deweloperskim, co daje rzadką dziś możliwość zaprojektowania wszystkiego od podstaw - bez kompromisów i kosztów adaptacji cudzych rozwiązań. Nieruchomość wyróżniają dwa duże tarasy, w tym jeden o powierzchni niemal 40 m² - prawdziwa perełka w tej części miasta.

POZIOM I - 3 PIĘTRO | STREFA DZIENNA
• Przestronny przedpokój - 8,30 m²
• Salon - 22,95 m²
• Sypialnia/gabinet - 11,51 m²
• Łazienka - 3,21 m²
• Taras - 21,86 m²
POZIOM II - 4 PIĘTRO | STREFA PRYWATNA
• Korytarz - 9,77 m²
• Sypialnia - 9,34 m²
• Kuchnia - 8,53 m²
• Łazienka - 6,38 m²
• Taras - 38,41 m²
Absolutny atut nieruchomości - przestronny taras na najwyższym poziomie, który może stać się prywatnym ogrodem i miejscem spotkań z widokiem ponad okoliczną zabudowę.

ATUTY NIERUCHOMOŚCI
• dwupoziomowy układ - wyraźny podział na strefę dzienną i prywatną
• dwa tarasy o łącznej powierzchni ponad 60 m²
• stan deweloperski - pełna swoboda aranżacji
• budynek z windą
• miejsce postojowe w garażu podziemnym
• prestiżowa i dobrze skomunikowana część Bemowa
• idealne zarówno do zamieszkania, jak i jako inwestycja

DODATKOWE INFORMACJE
• bliskość stacji metra, przystanków autobusowych oraz tramwajowych
• niska nowoczesna zabudowa
• wszelkie niezbędne w życiu codziennym punkty usługowo-handlowe w najbliższej okolicy
• szybki dojazd do trasy S8

Świetna lokalizacja na Bemowie - dobra komunikacja, infrastruktura miejska, tereny zielone.
Grunt pod budynkiem uregulowany, lokal z założoną księgą wieczystą - posiłkowanie się kredytem jak najbardziej możliwe.
Jestem dyspozycyjny 7 dni w tygodniu w godzinach 08:00-22:00.
Polecam szczególnie i zapraszam do kontaktu.
Jeżeli Twój zakup wiąże się ze sprzedażą innej nieruchomości - daj znać, chętnie przeprowadzę Cię przez ten proces!
Patryk Konkol
Doradca ds. nieruchomości Propertica
[numer]",warszawa
https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-stanislawa-dubois-3-pokojowe-k0t7i6,,,15,"ul. Stanisława Dubois, Warszawa Śródmieście, mazowieckie","Śródmieście – jedna z najbardziej prestiżowych i atrakcyjnych dzielnic Warszawy. 
Na sprzedaż przestronne 3-pokojowe mieszkanie o powierzchni 61 m2 z, niespotykanie w tej okolicy, loggią od strony wschodniej  oraz balkonem od strony zachodniej. Kamienica z 1958 roku z cegły, przeszła gruntowną rewitalizację - odnowiono elewację, wymieniono dach,  unowocześnione części wspólne oraz wymieniono piony wodne i ściekowe, grzejniki, atrakcyjnie wykończeno klatki schodowe. Budynek w administrowaniu prężnie działającej wspólnoty, wzorowo dbającej o jego stan. Należy zaznaczyć, że finanse nieruchomości są w dobrym stanie, tj. bez długów. W nieruchomości jest tylko 45 lokali mieszkalnych. 

SZCZEGÓŁY:
Mieszkanie dwustronne - z ekspozycją okien na wschód i zachód, co zapewnia doskonałe doświetlenie jak i przewietrzenie pomieszczeń. Lokal ustawny i funkcjonalny, z plastikowym oknami. Drzwi wejściowe Gerda. W jego skład wchodzą:

- przestronny pokój (od zachodu, z balkonem) - ok 21 mkw,
- sypialnia z loggią- ok 10 mkw oraz pokój recepcyjny ok 12 mkw (od wschodu),
- łazienka - ok 5 mkw,
- oddzielne wc – ok. 1,5 mkw,
- kuchnia oddzielna, widna – ok. 6 mkw,
- przedpokój - ok 5 mkw.

Na podłodze parkiet dębowy, przedpokój i kuchnia wykończone wykładziną pcw.  

- W łazience wanna, umywalka, glazura i terakota.
- Wc – glazura  i terakota z szafką na środki czystości.

MIESZKANIE znajduje się na III -piętrze w IV-piętrowym budynku. Na piętrze znajdują się jedynie 3 mieszkania. 

Mieszkanie jest ciepłe dzięki środkowemu położeniu i wykonanej termomodernizacji budynku.
Domofony w lokalach.

Z prawem własności związane jest prawo do dużej piwnicy.

STATUS PRAWNY: Pełna własność z księgą wieczystą, grunt uregulowany.

ODLEGŁOŚCI:
Lokalizacja zapewnia bardzo dobre połączenia komunikacyjne ze ścisłym centrum jak i innymi dzielnicami, poprzez komunikację autobusową, tramwajową  oraz dojście lub dojazd do stacji metra w ciągu zaledwie kilku minut.
W zasięgu krótkiego spaceru dostępne są Stare Miasto, Ogród Krasińskich,  sklepy, restauracje, szkoły, przedszkola i tereny rekreacyjne oraz spacerowe. Blisko stąd również do centrów handlowych Westfield Arkadia i Klif.
To miejsce jest idealne dla osób ceniących miejski styl życia, wygodę i dostęp do bogatej infrastruktury, a jednocześnie potrzebujących spokoju i zieleni.",warszawa
https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-al-armii-ludowej-2-pokojowe-y8r7k4,,,8,"al. Armii Ludowej, Warszawa Śródmieście, mazowieckie","Na sprzedaż mieszkanie 2 pokojowe, pow. 52m2, położone przy Al. Armii Ludowej 6, pomiędzy Pl. Zbawiciela a Pl. Na Rozdrożu.

Dwa oddzielne pokoje, oddzielna kuchnia, garderoba. Mieszkanie przez ostatnie 4 lata było wynajmowane bez dnia przerwy.

Doskonale skomunikowane, ścisłe centrum Warszawy. Metro, tramwaj, autobus. W okolicy Łazienki, Park Ujazdowski.",warszawa
https://adresowo.pl/o/mieszkanie-warszawa-chrzanow-ul-szeligowska-2-pokojowe-v1p3g9,,,7,"ul. Szeligowska, Warszawa Chrzanów, mazowieckie",,warszawa
https://adresowo.pl/o/mieszkanie-warszawa-wilanow-ul-jerzego-holzera-2-pokojowe-d5v9q0,,,5,"ul. Jerzego Holzera, Warszawa Wilanów, mazowieckie","We speak ENG, POL, UA, RUS | Bez podatku PCC
Jeśli szukasz komfortowego mieszkania w prestiżowej inwestycji - ta oferta jest dla Ciebie. 2-pokojowe mieszkanie w Royal Residence od Robyg to idealna przestrzeń dla rodziny, pary lub inwestora.
Lokalizacja: ul. Holzera | Wilanów | Royal Residence
Royal Residence to kameralna, elegancka inwestycja w zielonej części Wilanowa - blisko Pałacu Wilanowskiego, terenów spacerowych i rekreacyjnych. Dookoła nowoczesna infrastruktura i świetna komunikacja.
☀️ Atuty mieszkania:
Duże okna, świetne doświetlenie
Wysokość pomieszczeń: 2,8 m
Rolety przeciwsłoneczne w standardzie
Smart Home w cenie (ROBYG Smart House by Keemple)
Wysoki standard części wspólnych

Atuty inwestycji:
Reprezentacyjne lobby
Cichobieżne windy, podziemny garaż
Monitoring, kontrola dostępu
Elegancka architektura i kameralna zabudowa
Zakup bez PCC (oszczędność 2%)
Dostępne miejsca postojowe i komórki lokatorskie - dodatkowo płatne.
Misją ienko group jest być zaufanym partnerem, który zapewnia rozwiązania win-win dla klientów. Klienci nas polecają, ponieważ wspieramy obie strony transakcji od pierwszego kontaktu do wydania kluczy, pomagając również w kwestiach prawnych i finansowych. Działamy na rynku pierwotnym i wtórnym, jesteśmy dostępni 24/7 i oferujemy kompleksowe rozwiązania — od kredytu, przez architekta i wykończenie pod klucz, po zarządzanie najmem. Stawiamy na win-win i swobodną atmosferę. Od ponad 9 lat pomagamy setkom osób znaleźć idealne mieszkanie.

Masz pytania? Zapraszam do kontaktu 24/7
Roman Saienko (licencja pośrednika nr 31150)",warszawa
https://adresowo.pl/o/mieszkanie-warszawa-wilanow-ul-jerzego-holzera-3-pokojowe-i7v8s9,,,5,"ul. Jerzego Holzera, Warszawa Wilanów, mazowieckie","We speak ENG, POL, UA, RUS | Bez podatku PCC
Jeśli szukasz komfortowego mieszkania w prestiżowej inwestycji - ta oferta jest dla Ciebie. 3-pokojowe mieszkanie w Royal Residence od Robyg to idealna przestrzeń dla rodziny, pary lub inwestora.
Lokalizacja: ul. Holzera | Wilanów | Royal Residence
Royal Residence to kameralna, elegancka inwestycja w zielonej części Wilanowa - blisko Pałacu Wilanowskiego, terenów spacerowych i rekreacyjnych. Dookoła nowoczesna infrastruktura i świetna komunikacja.
☀️ Atuty mieszkania:
Duże okna, świetne doświetlenie
Wysokość pomieszczeń: 2,8 m
Rolety przeciwsłoneczne w standardzie
Smart Home w cenie (ROBYG Smart House by Keemple)
Wysoki standard części wspólnych

Atuty inwestycji:
Reprezentacyjne lobby
Cichobieżne windy, podziemny garaż
Monitoring, kontrola dostępu
Elegancka architektura i kameralna zabudowa
Zakup bez PCC (oszczędność 2%)
Dostępne miejsca postojowe i komórki lokatorskie - dodatkowo płatne.
Misją ienko group jest być zaufanym partnerem, który zapewnia rozwiązania win-win dla klientów. Klienci nas polecają, ponieważ wspieramy obie strony transakcji od pierwszego kontaktu do wydania kluczy, pomagając również w kwestiach prawnych i finansowych. Działamy na rynku pierwotnym i wtórnym, jesteśmy dostępni 24/7 i oferujemy kompleksowe rozwiązania — od kredytu, przez architekta i wykończenie pod klucz, po zarządzanie najmem. Stawiamy na win-win i swobodną atmosferę. Od ponad 9 lat pomagamy setkom osób znaleźć idealne mieszkanie.
Masz pytania? Zapraszam do kontaktu 24/7
Roman Saienko (licencja pośrednika nr 31150)",warszawa
https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-moldawska-2-pokojowe-a2l2f3,,,6,"ul. Mołdawska, Warszawa Ochota, mazowieckie","Ogłoszenie nie jest skierowane do pośredników nieruchomości.

Witam.

Na sprzedaż mieszkanie w zielonej okolicy. Pod blokiem park, a 5 minut pieszo Pole Mokotowskie.

Okolica cicha, świetnie skomunikowana z całą częścią Warszawy.

Mieszkanie na 4. piętrze (winda).

2 pokoje, oddzielna kuchnia i łazienka z WC + piwnica.

Mieszkanie bardzo jasne. Okna skierowane na zachód.

Blok przechodzi właśnie całkowity remont klatek schodowych.

Możliwość zakupu na kredyt i oczywiście za gotówkę.",warszawa
https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-zupnicza-3-pokojowe-p7o7x6,,,20,"ul. Żupnicza, Warszawa Praga-Południe, mazowieckie","Oferta prywatna

Informacja dla pośredników: kontakt wyłącznie w celu umówienia prezentacji z konkretnym klientem. Nie podpisuję umów pośrednictwa.

Na sprzedaż wyjątkowe, prywatne mieszkanie wykończone na własne potrzeby, z dużą dbałością o detale, funkcję i ponadczasową estetykę.
Nieruchomość położona jest w jednej z najdynamiczniej rozwijających się części warszawskiego Kamionka na ulicy Żupniczej.

Podstawowe informacje:
- powierzchnia: 59,60 m²
- pełna własność, bez obciążeń
- niezależne miejsce postojowe w garażu podziemnym - dodatkowo płatne 45 000 zł

Atuty nieruchomości:
- mieszkanie narożne, doskonale doświetlone i naturalnie przewietrzane
- najlepszy układ i położenie w ramach inwestycji
- ekspozycja na słońce od wschodu do zachodu - światło obecne przez cały dzień
- (balkon o charakterze loggii zapewnia komfort termiczny latem)
- 4. piętro z 6 - idealna wysokość, gwarantująca widok na panoramę centrum!

Wnętrze:
- projekt architektoniczny wykonany indywidualnie
- spójna, nowoczesna i minimalistyczna estetyka
- funkcjonalny układ: salon z aneksem kuchennym, dwie sypialnie, wydzielona strefa do pracy przy sypialni, toaleta
- klimatyzacja
- mieszkanie sprzedawane z pełnym wyposażeniem - zgodnie ze stanem widocznym na zdjęciach
- w zabudowie: pralka oraz osobna suszarka

Lokalizacja:
- szybki i wygodny dojazd do centrum - ok. 20 minut komunikacją miejską
- Dworzec Wschodni - 10 minut pieszo
- nowoczesna, starannie zaprojektowana infrastruktura powstała w ostatnich latach
- bliskość Parku Skaryszewskiego - jednego z najpiękniejszych parków w Warszawie",warszawa
https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-ruskowy-brod-2-pokojowe-s4r1k3,,,4,"ul. Ruskowy Bród, Warszawa Białołęka, mazowieckie",,warszawa
https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-bernarda-wapowskiego-1-pokoj-o4l1c1,,,8,"ul. Bernarda Wapowskiego, Warszawa Ursus, mazowieckie","Do kupienia studio 34,5 m2, piętro 1/3 bez windy, w budynku z 1965r. Ursus, Skorosze.
Idealne dla singla/singielki, pary, także inwestycyjnie pod wynajem.
Mieszkanie to:
* salon z wyjściem na balkon: szafa w zabudowie;
* osobna kuchnia z oknem: lodówka, mikrofalówka, kuchenka gazowa, piekarnik, okap;
* łazienka: umywalka, wanna, lustro, pralka, szafki, wc;
* hol: wieszaki na ubrania, lustro, szafa.
* balkon.
Dodatkowo piwnica 7m2 z oknem. Parkowanie na parkingu ogólnodostępnym.
Czynsz 600 zł.
Wygodna lokalizacja, w okolicy liczne sklepy i punkty usługowe, przedszkole, szkoła podstawowa, jedynie 140m do przystanków autobusowych. Spokojna zielona okolica, 700m do Parku Czechowickiego.
Mieszkanie to lokal mieszkalny stanowiący odrębną nieruchomość, jest założona księga wieczysta, grunty uregulowane (własność). Brak jakichkolwiek obciążeń w księdze wieczystej, wpisana piwnica, tylko jeden właściciel, możliwa szybka sprzedaż. Mieszkanie jest dostępne za gotówkę lub na kredyt, który bezpłatnie możemy uzyskać.
Zapraszam do obejrzenia na miejscu, zadzwoń od razu i umów się na spotkanie! Oferta biura nieruchomości, więcej propozycji na naszej stronie topbrokers(kropka)pl",warszawa
